PASA BAHCE;12830;3117;ALTINOLUK-ÇAM MAH.KUYUDERE CADDESİ SOKAK NO:803 71856 EDREMİT/BALIKESİR/BALIKESİR;BALIKESİR;TÜRKİYE;EDREMİT/BALIKESİR
PASA BAHCE;20175;8256;PELİTCİK KÖYÜ MAH.KIRINTI YAYLASI YAYLA EVLERİ SOKAK NO:60 88195 KARGI/ÇORUM;ÇORUM;TÜRKİYE;KARGI
PASA BAHCE;13202;3263;BAHÇELİEVLER MAH.106. SOKAK NO:522 119955 SERDİVAN/SAKARYA;SAKARYA;TÜRKİYE;SERDİVAN
PASA BAHCE;2896;1204;AKDENİZ MAH.1311. SOKAK NO:370 95097 ANAMUR/MERSİN;MERSİN;TÜRKİYE;ANAMUR
PASA BAHCE;4097;1695;SAZOVA MAH.7009. SOKAK NO:46 119219 TEPEBAŞI/ESKİŞEHİR;ESKİŞEHİR;TÜRKİYE;TEPEBAŞI
PASA BAHCE;20188;8261;CERRAHPAŞA MAH.MİHRİ HATUN SOKAK NO:537 95866 FATİH/İSTANBUL;İSTANBUL;TÜRKİYE;FATİH
PASA BAHCE;20188;8261;CERRAHPAŞA MAH.MİHRİ HATUN SOKAK NO:537 95866 FATİH/İSTANBUL;İSTANBUL;TÜRKİYE;FATİH
PASA BAHCE;3458;1427;GÜLBAHÇESİ MAH.13161. SOKAK NO:668 78062 SEYHAN/ADANA;ADANA;TÜRKİYE;SEYHAN
PASA BAHCE;12467;2970;TOPRAKLIK MAH.EVKUR 9. SOKAK NO:250 94927 ULUBORLU/ISPARTA;ISPARTA;TÜRKİYE;ULUBORLU
PASA BAHCE;5804;4541;BİNEVLER MAH.81056. SOKAK NO:785 92270 ŞAHİNBEY/GAZİANTEP;GAZİANTEP;TÜRKİYE;ŞAHİNBEY
PASA BAHCE;2187;912;KARŞIYAKA MAH.804. SOKAK NO:863 114762 SORGUN/YOZGAT;YOZGAT;TÜRKİYE;SORGUN
PASA BAHCE;12485;2976;ERGENE MAH.523. SOKAK NO:37 96467 BORNOVA/İZMİR;İZMİR;TÜRKİYE;BORNOVA
PASA BAHCE;6524;4833;KİREMİTLİ MAH.829. SOKAK NO:360 82490 KORKUTELİ/ANTALYA;ANTALYA;TÜRKİYE;KORKUTELİ
PASA BAHCE;24481;3362;KAZIM KARABEKİR MAH.ÖZCAN SOKAK NO:281 91154 HORASAN/ERZURUM;ERZURUM;TÜRKİYE;HORASAN
PASA BAHCE;20626;8442;CENNETAYAĞI MAH.694. SOKAK NO:856 83896 EDREMİT/BALIKESİR/BALIKESİR;BALIKESİR;TÜRKİYE;EDREMİT/BALIKESİR
PASA BAHCE;22818;9337;PALAS-KIBRIS MAH.LEFKE SOKAK NO:519 99360 SARIOĞLAN/KAYSERİ;KAYSERİ;TÜRKİYE;SARIOĞLAN
PASA BAHCE;525;230;KAVAKLI CUMHURİYET MAH.CEVİZ SOKAK NO:86 96400 SİLİVRİ/İSTANBUL;İSTANBUL;TÜRKİYE;SİLİVRİ
PASA BAHCE;5361;4354;TELAFER MAH.15627 . SOKAK NO:810 100591 MERAM/KONYA;KONYA;TÜRKİYE;MERAM
PASA BAHCE;13347;3324;SEFERŞAH MAH.BOSTANCI SOKAK NO:538 87143 EZİNE/ÇANAKKALE;ÇANAKKALE;TÜRKİYE;EZİNE
PASA BAHCE;24503;7623;KAYTAZDERE-MERKEZ MAH.ERENLER SOKAK NO:823 117359 ALTINOVA/YALOVA;YALOVA;TÜRKİYE;ALTINOVA
PASA BAHCE;12106;2812;KARABAŞ MAH.HÜRRİYET CADDESİ SOKAK NO:496 119538 İZMİT/KOCAELİ;KOCAELİ;TÜRKİYE;İZMİT
PASA BAHCE;21843;8938;MUTLU-MERKEZ MAH.PAZAR SOKAK NO:514 101263 HÜYÜK/KONYA;KONYA;TÜRKİYE;HÜYÜK
PASA BAHCE;7739;5317;TOPÇULAR MAH.1021. SOKAK NO:795 118665 MURATPAŞA/ANTALYA;ANTALYA;TÜRKİYE;MURATPAŞA
PASA BAHCE;17238;7065;YAZKONAĞI KÖYÜ MAH.DOĞANLAR MEZRASI SOKAK NO:315 122689 GENÇ/BİNGÖL;BİNGÖL;TÜRKİYE;GENÇ
PASA BAHCE;6931;4993;MURATPAŞA MAH.RAMİ KIŞLA CADDESİ SOKAK NO:178 95694 BAYRAMPAŞA/İSTANBUL;İSTANBUL;TÜRKİYE;BAYRAMPAŞA
PASA BAHCE;14678;3872;GÜMÜŞYAKA MERKEZ MAH.623. SOKAK NO:93 96397 SİLİVRİ/İSTANBUL;İSTANBUL;TÜRKİYE;SİLİVRİ
PASA BAHCE;22461;9192;YALNIZBAĞ-MİMAR SİNAN MAH.MEHMET AKİF SOKAK NO:738 90669 ERZİNCAN MERKEZ/ERZİNCAN;ERZİNCAN;TÜRKİYE;ERZİNCAN MERKEZ
PASA BAHCE;8201;5490;ÇINARLI MAH.1527. SOKAK NO:900 118916 SARIÇAM/ADANA;ADANA;TÜRKİYE;SARIÇAM
PASA BAHCE;2314;968;FEVZİ ÇAKMAK MAH.43. SOKAK NO:351 85594 BURDUR MERKEZ/BURDUR;BURDUR;TÜRKİYE;BURDUR MERKEZ
PASA BAHCE;9162;5877;YUKARIAKSU KÖYÜ MAH.KARAGÖL MEVKİ SOKAK NO:517 108236 ATAKUM/SAMSUN;SAMSUN;TÜRKİYE;ATAKUM
PASA BAHCE;5482;4405;BEYAZEVLER MAH.80038. SOKAK NO:227 118921 ÇUKUROVA/ADANA;ADANA;TÜRKİYE;ÇUKUROVA
PASA BAHCE;249;104;DUACILI-EFE MAH.115. SOKAK NO:345 89134 SARAYKÖY/DENİZLİ;DENİZLİ;TÜRKİYE;SARAYKÖY
PASA BAHCE;19589;8016;PAŞAKÖY-ATATÜRK MAH.İLKOKUL CADDESİ SOKAK NO:849 103738 SARUHANLI/MANİSA;MANİSA;TÜRKİYE;SARUHANLI
PASA BAHCE;13000;3187;FATİH MAH.FİDAN SOKAK NO:436 91978 GÜNYÜZÜ/ESKİŞEHİR;ESKİŞEHİR;TÜRKİYE;GÜNYÜZÜ
PASA BAHCE;590;259;AZİZİYE MAH.304. SOKAK NO:366 107982 KARASU/SAKARYA;SAKARYA;TÜRKİYE;KARASU
PASA BAHCE;3635;1503;EVKA 3 MAH.126/11 SOKAK NO:448 96469 BORNOVA/İZMİR;İZMİR;TÜRKİYE;BORNOVA
PASA BAHCE;13402;3353;YAVUZ SELİM MAH.SEVDİREN SOKAK NO:78 113061 BOZOVA/ŞANLIURFA;ŞANLIURFA;TÜRKİYE;BOZOVA
PASA BAHCE;13402;3353;YAVUZ SELİM MAH.SEVDİREN SOKAK NO:78 113061 BOZOVA/ŞANLIURFA;ŞANLIURFA;TÜRKİYE;BOZOVA
PASA BAHCE;14991;4002;BAHÇELİEVLER MAH.UĞUR KILIÇ SOKAK NO:622 85012 TATVAN/BİTLİS;BİTLİS;TÜRKİYE;TATVAN
PASA BAHCE;5451;4392;NURİBEY-MAREŞAL FEVZİ ÇAKMAK MAH.AFYON YOLU CADDESİ SOKAK NO:738 79256 AFYONKARAHİSAR MERKEZ/AFYONKARAHİSAR;AFYONKARAHİSAR;TÜRKİYE;AFYONKARAHİSAR MERKEZ
PASA BAHCE;7051;5042;ŞAHİNCİLİ MAH.2005. SOKAK NO:747 106347 ORDU MERKEZ/ORDU;ORDU;TÜRKİYE;ORDU MERKEZ
PASA BAHCE;21353;8740;MESUDİYE MAH.YİĞİT SOKAK NO:571 86311 İNEGÖL/BURSA;BURSA;TÜRKİYE;İNEGÖL
PASA BAHCE;1328;558;HASAN VAROL MAH.ÇAĞLAYAN 2. ÇIKMAZ SOKAK NO:323 102409 MALATYA MERKEZ/MALATYA;MALATYA;TÜRKİYE;MALATYA MERKEZ
PASA BAHCE;15109;4052;MEHMET AKIF ERSOY MAH.SUSAM SOKAK NO:267 96297 ÜSKÜDAR/İSTANBUL;İSTANBUL;TÜRKİYE;ÜSKÜDAR
PASA BAHCE;21723;8895;ÇAMKÖY-EŞREFPAŞA MAH.ŞİRİN SOKAK NO:518 105263 FETHİYE/MUĞLA;MUĞLA;TÜRKİYE;FETHİYE
PASA BAHCE;21534;8810;YUNUSEMRE MAH.40.. SOKAK NO:853 125475 İNEGÖL/BURSA;BURSA;TÜRKİYE;İNEGÖL
PASA BAHCE;14973;3993;KUZULUK MAH.1026. KÜME EVLERİ SOKAK NO:140 107984 KARASU/SAKARYA;SAKARYA;TÜRKİYE;KARASU
PASA BAHCE;12053;2791;FATİH MAH.2768/1 SOKAK NO:652 116027 KIRIKKALE MERKEZ/KIRIKKALE;KIRIKKALE;TÜRKİYE;KIRIKKALE MERKEZ
PASA BAHCE;9027;5822;YENİŞEHİR MAH.KALE SOKAK NO:373 94472 REYHANLI/HATAY;HATAY;TÜRKİYE;REYHANLI
PASA BAHCE;13945;3574;AŞAĞIAKPINAR KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:717 109829 SARAYDÜZÜ/SİNOP;SİNOP;TÜRKİYE;SARAYDÜZÜ
PASA BAHCE;20816;8519;KÜÇÜKCAMİ MAH.KARACA SOKAK NO:729 93689 KELKİT/GÜMÜŞHANE;GÜMÜŞHANE;TÜRKİYE;KELKİT
PASA BAHCE;22413;9174;AĞCAGÜNEY-MEVLANA MAH.YAYLA HOCA CADDESİ SOKAK NO:541 74022 ÇARŞAMBA/SAMSUN;SAMSUN;TÜRKİYE;ÇARŞAMBA
PASA BAHCE;22395;9168;DEMİRKENT-OSMANLI MAH.32. SOKAK NO:384 90625 ERZİNCAN MERKEZ/ERZİNCAN;ERZİNCAN;TÜRKİYE;ERZİNCAN MERKEZ
PASA BAHCE;22395;9168;DEMİRKENT-OSMANLI MAH.32. SOKAK NO:384 90625 ERZİNCAN MERKEZ/ERZİNCAN;ERZİNCAN;TÜRKİYE;ERZİNCAN MERKEZ
PASA BAHCE;7907;5375;MANSURLU MAH.43. SOKAK NO:44 78277 ALADAĞ/ADANA;ADANA;TÜRKİYE;ALADAĞ
PASA BAHCE;4741;1956;KARAAĞAÇ-ALİ ÇETİNKAYA MAH.TÜREV İNŞAAT KÜME EVLERİ SOKAK NO:261 83971 GÖMEÇ/BALIKESİR;BALIKESİR;TÜRKİYE;GÖMEÇ
PASA BAHCE;16372;6708;KARAGEDİK MAH.1478/1. SOKAK NO:319 105252 FETHİYE/MUĞLA;MUĞLA;TÜRKİYE;FETHİYE
PASA BAHCE;14619;3852;YULAFLI KÖYÜ MAH.9. SOKAK NO:465 110970 ÇORLU/TEKİRDAĞ;TEKİRDAĞ;TÜRKİYE;ÇORLU
PASA BAHCE;4308;1778;BARAJ MAH.5842. SOKAK NO:786 118722 KEPEZ/ANTALYA;ANTALYA;TÜRKİYE;KEPEZ
PASA BAHCE;22489;9201;GÜLTEPE MAH.BILDIRCIN SOKAK NO:764 96020 KAĞITHANE/İSTANBUL;İSTANBUL;TÜRKİYE;KAĞITHANE
PASA BAHCE;2482;1032;ESKİPAZAR MAH.1. TAHTA CAMİİ SOKAK NO:673 114296 YOZGAT MERKEZ/YOZGAT;YOZGAT;TÜRKİYE;YOZGAT MERKEZ
PASA BAHCE;24485;1452;BAZLAMAÇ-MERKEZ MAH.ŞEHİT POLİS SEVKAN YAVUZ CADDESİ SOKAK NO:361 109029 TERME/SAMSUN;SAMSUN;TÜRKİYE;TERME
PASA BAHCE;17677;7255;ERDEMKENT MAH.6.ADA F-8/A KÜME EVLERİ SOKAK NO:214 125528 EDREMİT/VAN/VAN;VAN;TÜRKİYE;EDREMİT/VAN
PASA BAHCE;131;58;CENGİZ TOPEL MAH.277. SOKAK NO:209 104482 PAZARCIK/KAHRAMANMARAŞ;KAHRAMANMARAŞ;TÜRKİYE;PAZARCIK
PASA BAHCE;131;58;CENGİZ TOPEL MAH.277. SOKAK NO:209 104482 PAZARCIK/KAHRAMANMARAŞ;KAHRAMANMARAŞ;TÜRKİYE;PAZARCIK
PASA BAHCE;9551;6035;KARAGEDİK MAH.1447. SOKAK NO:10 105252 FETHİYE/MUĞLA;MUĞLA;TÜRKİYE;FETHİYE
PASA BAHCE;9096;5849;KONAK MAH.BUĞDAY SOKAK NO:820 85938 NİLÜFER/BURSA;BURSA;TÜRKİYE;NİLÜFER
PASA BAHCE;13402;3353;YAVUZ SELİM MAH.SEVDİREN SOKAK NO:78 113061 BOZOVA/ŞANLIURFA;ŞANLIURFA;TÜRKİYE;BOZOVA
PASA BAHCE;4910;2015;KIZILMURAT MAH.CELAL KARGILI (2701). SOKAK NO:284 95521 TARSUS/MERSİN;MERSİN;TÜRKİYE;TARSUS
PASA BAHCE;11279;2475;İSMETPAŞA MAH.PETROL 10 SOKAK NO:455 89594 ERGANİ/DİYARBAKIR;DİYARBAKIR;TÜRKİYE;ERGANİ
PASA BAHCE;24508;313;YUKARI DUDULLU MAH.KEREM SOKAK NO:251 96251 ÜMRANİYE/İSTANBUL;İSTANBUL;TÜRKİYE;ÜMRANİYE
PASA BAHCE;4307;1777;GÖKÇEÖREN-KALE MAH.KEMER SOKAK NO:307 74869 KULA/MANİSA;MANİSA;TÜRKİYE;KULA
PASA BAHCE;4307;1777;GÖKÇEÖREN-KALE MAH.KEMER SOKAK NO:307 74869 KULA/MANİSA;MANİSA;TÜRKİYE;KULA
PASA BAHCE;12496;2981;YALIKAVAK-GERİŞ MAH.1.. SOKAK NO:217 125937 BODRUM/MUĞLA;MUĞLA;TÜRKİYE;BODRUM
PASA BAHCE;23014;9415;KETENÇAYIR MAH.MESCİT 1 SOKAK NO:158 110277 GÜRÜN/SİVAS;SİVAS;TÜRKİYE;GÜRÜN
PASA BAHCE;23014;9415;KETENÇAYIR MAH.MESCİT 1 SOKAK NO:158 110277 GÜRÜN/SİVAS;SİVAS;TÜRKİYE;GÜRÜN
PASA BAHCE;18805;7690;KORU-ATAKENT MAH.7. SOKAK NO:272 117389 ÇINARCIK/YALOVA;YALOVA;TÜRKİYE;ÇINARCIK
PASA BAHCE;10585;2195;HASANPAŞA MAH.ŞÖLEN SOKAK NO:256 96423 SULTANBEYLİ/İSTANBUL;İSTANBUL;TÜRKİYE;SULTANBEYLİ
PASA BAHCE;5776;4529;CUMHURİYET MAH.1116. SOKAK NO:555 83144 DİDİM/AYDIN;AYDIN;TÜRKİYE;DİDİM
PASA BAHCE;14465;3786;HÜSEYİN OKAN MERZECİ MAH.97029. SOKAK NO:217 119710 TOROSLAR/MERSİN;MERSİN;TÜRKİYE;TOROSLAR
PASA BAHCE;22761;9311;M.FEVZİ ÇAKMAK MAH.7578. SOKAK NO:832 117992 OSMANİYE MERKEZ/OSMANİYE;OSMANİYE;TÜRKİYE;OSMANİYE MERKEZ
PASA BAHCE;2487;1034;ÇARŞI MAH.SARAÇ SOKAK NO:562 115317 GÖKÇEBEY/ZONGULDAK;ZONGULDAK;TÜRKİYE;GÖKÇEBEY
PASA BAHCE;19123;7825;SARAYCIK MAH.1625. SOKAK NO:775 81222 SİNCAN/ANKARA;ANKARA;TÜRKİYE;SİNCAN
PASA BAHCE;14432;3772;ALİBEY MAH.GÜNEY SOKAK NO:597 87278 ÇANKIRI MERKEZ/ÇANKIRI;ÇANKIRI;TÜRKİYE;ÇANKIRI MERKEZ
PASA BAHCE;14773;3913;GÜLABİBEY MAH.BAĞCILAR 37. SOKAK NO:350 87712 ÇORUM MERKEZ/ÇORUM;ÇORUM;TÜRKİYE;ÇORUM MERKEZ
PASA BAHCE;16950;6949;BARIŞ MAH.ONUR SOKAK NO:529 117635 SAFRANBOLU/KARABÜK;KARABÜK;TÜRKİYE;SAFRANBOLU
PASA BAHCE;1811;756;FATİH MAH.452. SOKAK NO:174 126583 İMAMOĞLU/ADANA;ADANA;TÜRKİYE;İMAMOĞLU
PASA BAHCE;1811;756;FATİH MAH.452. SOKAK NO:174 126583 İMAMOĞLU/ADANA;ADANA;TÜRKİYE;İMAMOĞLU
PASA BAHCE;816;355;YAHYA KAPTAN MAH.ÖRNEK SOKAK NO:282 119512 DİLOVASI/KOCAELİ;KOCAELİ;TÜRKİYE;DİLOVASI
PASA BAHCE;5395;4368;İMAMAĞA MAH.1908. SOKAK NO:145 78794 ADIYAMAN MERKEZ/ADIYAMAN;ADIYAMAN;TÜRKİYE;ADIYAMAN MERKEZ
PASA BAHCE;15489;4212;KUŞDİLLİ MAH.1288. SOKAK NO:216 99788 KIRŞEHİR MERKEZ/KIRŞEHİR;KIRŞEHİR;TÜRKİYE;KIRŞEHİR MERKEZ
PASA BAHCE;22531;9218;PEYNİRCİLER KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:710 88903 ÇAL/DENİZLİ;DENİZLİ;TÜRKİYE;ÇAL
PASA BAHCE;360;157;FATİH MAH.İNANÇ SOKAK NO:563 99157 DEVELİ/KAYSERİ;KAYSERİ;TÜRKİYE;DEVELİ
PASA BAHCE;7472;5202;SAKARYA MAH.DÖNEMEÇ SOKAK NO:241 95837 EYÜP/İSTANBUL;İSTANBUL;TÜRKİYE;EYÜP
PASA BAHCE;10960;2347;PAZARCIK MAH.FULYA SOKAK NO:34 111050 SARAY/TEKİRDAĞ/TEKİRDAĞ;TEKİRDAĞ;TÜRKİYE;SARAY/TEKİRDAĞ
PASA BAHCE;3892;1602;YILDIRIM BEYAZIT MAH.SALCILAR SOKAK NO:232 89906 EDİRNE MERKEZ/EDİRNE;EDİRNE;TÜRKİYE;EDİRNE MERKEZ
PASA BAHCE;2722;1130;GÖMBE-UÇARSU MAH.1.ÇIKMAZ SOKAK NO:267 125780 KAŞ/ANTALYA;ANTALYA;TÜRKİYE;KAŞ
PASA BAHCE;13871;3545;MİMAR SİNAN MAH.SOĞUKPINAR SOKAK NO:617 100666 SELÇUKLU/KONYA;KONYA;TÜRKİYE;SELÇUKLU
PASA BAHCE;10945;2342;CEBECİ MAH.2524. SOKAK NO:639 119358 SULTANGAZİ/İSTANBUL;İSTANBUL;TÜRKİYE;SULTANGAZİ
PASA BAHCE;10591;2198;KARAHAMZALI KÖYÜ MAH.YOLU SAĞI MEVKİ SOKAK NO:20 123023 POLATLI/ANKARA;ANKARA;TÜRKİYE;POLATLI
PASA BAHCE;22330;9143;ESKİHİSAR MAH.18. SOKAK NO:35 88576 DENİZLİ MERKEZ/DENİZLİ;DENİZLİ;TÜRKİYE;DENİZLİ MERKEZ
PASA BAHCE;11805;2686;SARMAKAYA KÖYÜ MAH.BOYLU MEZRASI SOKAK NO:389 123055 GENÇ/BİNGÖL;BİNGÖL;TÜRKİYE;GENÇ
PASA BAHCE;7635;5277;OĞLAKKAYA KÖYÜ MAH.4. KÜME EVLERİ SOKAK NO:362 74205 BULANIK/MUŞ;MUŞ;TÜRKİYE;BULANIK
PASA BAHCE;15737;6433;ÇAMLIBEL KÖYÜ MAH.YILMAZ KÖKSAL/4/ALTIN PAMUK KÜME EVLERİ SOKAK NO:349 126197 EDREMİT/BALIKESİR/BALIKESİR;BALIKESİR;TÜRKİYE;EDREMİT/BALIKESİR
PASA BAHCE;15737;6433;ÇAMLIBEL KÖYÜ MAH.YILMAZ KÖKSAL/4/ALTIN PAMUK KÜME EVLERİ SOKAK NO:349 126197 EDREMİT/BALIKESİR/BALIKESİR;BALIKESİR;TÜRKİYE;EDREMİT/BALIKESİR
PASA BAHCE;22482;9198;KARAAĞAÇ MAH.1803. SOKAK NO:894 94579 ISPARTA MERKEZ/ISPARTA;ISPARTA;TÜRKİYE;ISPARTA MERKEZ
PASA BAHCE;15187;4087;YUKARI MAH.DERİNÖZ SOKAK NO:58 105880 AVANOS/NEVŞEHİR;NEVŞEHİR;TÜRKİYE;AVANOS
PASA BAHCE;15187;4087;YUKARI MAH.DERİNÖZ SOKAK NO:58 105880 AVANOS/NEVŞEHİR;NEVŞEHİR;TÜRKİYE;AVANOS
PASA BAHCE;5483;4406;YENİ MAH.1222. SOKAK NO:662 105260 FETHİYE/MUĞLA;MUĞLA;TÜRKİYE;FETHİYE
PASA BAHCE;18537;7589;ESENLİ MAH.PERŞEMBE YAYLASI KÜME EVLERİ SOKAK NO:44 106464 AYBASTI/ORDU;ORDU;TÜRKİYE;AYBASTI
PASA BAHCE;201;86;YENİ MAH.1244. SOKAK NO:223 85712 BUCAK/BURDUR;BURDUR;TÜRKİYE;BUCAK
PASA BAHCE;10171;6295;ÖZYURT MAH.171. SOKAK NO:889 101961 GEDİZ/KÜTAHYA;KÜTAHYA;TÜRKİYE;GEDİZ
PASA BAHCE;22056;9023;ÇEKİRGE MAH.1.ARKA SOKAK NO:808 86070 OSMANGAZİ/BURSA;BURSA;TÜRKİYE;OSMANGAZİ
PASA BAHCE;19791;8100;DEVEDAMI-YİĞİTLER MAH.ALPARSLAN TÜRKEŞ CADDESİ SOKAK NO:49 115593 ORTAKÖY/AKSARAY;AKSARAY;TÜRKİYE;ORTAKÖY
PASA BAHCE;15187;4087;YUKARI MAH.DERİNÖZ SOKAK NO:58 105880 AVANOS/NEVŞEHİR;NEVŞEHİR;TÜRKİYE;AVANOS
